timestamp,plant_type,fuel_flow,boiler_load,ambient_temp,carbon_capture,co2_emission
2025-10-11 13:04:00,Coal,0.31652958344388427,0.21225176000840595,0.465648854961832,0,10.779
2025-10-11 13:05:00,Coal,0.5372777925179092,0.4793001996427444,0.6467730742539903,1,7.93
2025-10-11 13:06:00,Coal,0.39824887237994167,0.2593779552379949,0.5607217210270645,1,7.263
2025-10-11 13:07:00,Coal,0.3857787211461928,0.45124514027529683,0.5478834142956279,0,11.754
2025-10-11 13:08:00,Coal,0.2886707349429557,0.392455605758117,0.4649548924358084,0,11.402
2025-10-11 13:09:00,Coal,0.48394799681613165,0.2620048334559206,0.39972241498959044,0,11.848
2025-10-11 13:10:00,Coal,0.4786415494826214,0.3931385940947778,0.5194309507286605,0,12.178
2025-10-11 13:11:00,Coal,0.42876094454762537,0.5011032888515288,0.4774462179042331,0,12.278
2025-10-11 13:12:00,Coal,0.2838949323427965,0.5164967952085742,0.6564885496183206,0,11.694
2025-10-11 13:13:00,Coal,0.380206951446007,0.4756225701376482,0.28625954198473275,0,12.018
2025-10-11 13:14:00,Coal,0.308039267710268,0.50105075128717,0.48854961832061067,1,8.258
2025-10-11 13:15:00,Coal,0.39002387901300073,0.4360092466113268,0.6849410131852878,1,6.948
2025-10-11 13:16:00,Coal,0.373043247545768,0.30004203005148655,0.5537820957668285,0,11.81
2025-10-11 13:17:00,Coal,0.4051472539135049,0.3141220972995691,0.5215128383067313,0,11.917
2025-10-11 13:18:00,Coal,0.37994162907933127,0.47299569191972246,0.4399722414989589,0,11.937
2025-10-11 13:19:00,Coal,0.5980366144866013,0.48450141851423756,0.5003469812630117,0,12.683
2025-10-11 13:20:00,Coal,0.37649243831254975,0.4441000315225385,0.47362942401110336,0,11.622
2025-10-11 13:21:00,Coal,0.12310957813743695,0.41835662498686554,0.508327550312283,0,10.382
2025-10-11 13:22:00,Coal,0.4128416025470948,0.409057476095408,0.47120055517002074,1,7.881
2025-10-11 13:23:00,Coal,0.2629344653754312,0.392455605758117,0.5437196391394865,0,11.013
2025-10-11 13:24:00,Coal,0.477845582382595,0.48402858043501107,0.6020124913254683,0,11.936
2025-10-11 13:25:00,Coal,0.5550543910851685,0.5883156456866658,0.551353226925746,0,12.753
2025-10-11 13:26:00,Coal,0.3778190501459272,0.5466533571503622,0.2925052047189451,1,8.042
2025-10-11 13:27:00,Coal,0.5810559830193686,0.4944835557423555,0.42956280360860505,1,8.742
2025-10-11 13:28:00,Coal,0.4226585301140885,0.4541872438793737,0.6030534351145038,1,7.724
2025-10-11 13:29:00,Coal,0.3722472804457416,0.37464537144057997,0.5197779319916724,0,11.698
2025-10-11 13:30:00,Coal,0.5232157070841074,0.5127140905747609,0.539208882720333,0,12.083
2025-10-11 13:31:00,Coal,0.4208012735473602,0.595040453924556,0.3108952116585704,1,8.045
2025-10-11 13:32:00,Coal,0.4144335367471478,0.4108962908479561,0.47432338653712697,0,12.013
2025-10-11 13:33:00,Coal,0.5497479437516585,0.4854996322370493,0.2224149895905621,1,8.156
2025-10-11 13:34:00,Coal,0.37649243831254975,0.4679520857413051,0.32859125607217216,1,6.997
2025-10-11 13:35:00,Coal,0.4300875563810028,0.5497530734475149,0.34177654406662034,0,12.283
2025-10-11 13:36:00,Coal,0.2371981958079067,0.41956498896711136,0.5353920888272032,0,10.999
2025-10-11 13:37:00,Coal,0.6972671796232423,0.3830513817379424,0.4045801526717557,0,13.154
2025-10-11 13:38:00,Coal,0.44680286548156023,0.4889671114847116,0.45836224843858425,0,11.895
2025-10-11 13:39:00,Coal,0.345449721411515,0.23510560050436058,0.5891741845940319,1,7.063
